NAME1,HEX1,HEX1a,NAME2,HEX2,HEX2a,RATIO,CODE
Governor Bay,#3A47C5,#5d72ff,Mint Green,#77FAA4,#beffff,5.5,AA
Ultramarine,#1722B4,#2536ff,Yellow,#F8FB21,#ffff35,9.8,AAA
Watercourse,#1F6C55,#32ad88,Goldenrod,#F7DC78,#ffffc0,4.6,AA
Blumine,#1C5676,#2d8abd,Candy Corn,#F8E655,#ffff88,6.2,AA
Blue Gem,#35108A,#551add,La Rioja,#B9B810,#ffff1a,6.2,AA
Violet,#240332,#3a0550,Red Orange,#F72F21,#ff4b35,4.7,AA
Stratos,#060038,#0a005a,Blue Violet,#7471C6,#bab5ff,4.6,AA
Temptress,#350008,#55000d,Fuzzy Wuzzy Brown,#CC616C,#ff9bad,4.8,AA
Midnight,#04142F,#06204b,Magic Mint,#AFF4D7,#ffffff,14.6,AAA
Midnight Blue,#204977,#3375be,Spring Green,#39FC6E,#5bffb0,6.7,AA
Astronaut Blue,#0C395A,#135b90,Havelock Blue,#51A6F2,#82ffff,4.6,AA
Blue Ribbon,#1B56F8,#2b8aff,Bright Turquoise,#65FFE9,#a2ffff,4.6,AA
Purple Heart,#4E0FA9,#7d18ff,Caribbean Green,#2AFAC2,#43ffff,7.9,AAA
Bistre,#433126,#6b4e3d,Chartreuse,#71FB11,#b5ff1b,9.1,AAA
Cherry Pie,#16055B,#230892,Neon Carrot,#FFA142,#ffff6a,8.6,AAA
Burnham,#012C1C,#02462d,Blaze Orange,#FC620C,#ff9d13,5,AA
Sepia Black,#2A0503,#430805,Java,#1CADAA,#2dffff,6.8,AA
Dark Blue,#0125DD,#023bff,Pixie Green,#B1D2AE,#ffffff,5.5,AA
Electric Violet,#7213E6,#b61eff,Inch Worm,#CFF86A,#ffffaa,5.9,AA
Daisy Bush,#481E91,#7330e8,Wisteria,#D6A1D6,#ffffff,5.3,AA
Finn,#5C2C54,#934686,Pine Glade,#CBCF95,#ffffee,6.6,AA
Deep Blue,#080777,#0d0bbe,Cerulean,#1A94C3,#2aedff,4.6,AA
Mikado,#322614,#503d20,Geebung,#CF891B,#ffdb2b,5.1,AA
Medium Red Violet,#C13087,#ff4dd8,Feta,#ECFAE7,#ffffff,4.8,AA
Gravel,#48434B,#736b78,Mint Green,#83F19F,#d2fffe,6.9,AA
Blue Stone,#04605C,#069a93,Mint Green,#95F492,#eeffea,5.5,AA
Governor Bay,#5852C8,#8d83ff,Honeysuckle,#D8EE6F,#ffffb2,4.7,AA
Cerulean Blue,#174CC3,#257aff,Mint Green,#6CFAAE,#adffff,5.6,AA
Rebel,#3A1310,#5d1e1a,Granny Smith,#90A9AD,#e6ffff,6.6,AA
Aubergine,#420C1A,#6a132a,Acapulco,#7DB6A1,#c8ffff,7,AA
Milano Red,#BA0D04,#ff1506,Granny Smith Apple,#92EDAB,#eaffff,4.7,AA
Valentino,#290434,#420653,Eucalyptus,#38956B,#5aeeab,4.9,AA
Ultramarine,#0F1492,#1820ea,Ochre,#DF8233,#ffd052,4.8,AA
Black Russian,#110A23,#1b1038,Forest Green,#119030,#1be64d,4.6,AA
Steel Gray,#242031,#3a334e,Danube,#568FCC,#8ae5ff,4.7,AA
Electric Violet,#8D36F1,#e256ff,Inch Worm,#C9FD71,#ffffb5,4.5,AA
Dark Blue,#5304E5,#8506ff,Aquamarine,#8BFDE1,#deffff,6.8,AA
Mardi Gras,#3A0337,#5d0558,Lavender Purple,#8B80BE,#decdff,4.8,AA
Daisy Bush,#521995,#8328ee,Mauve,#DCA8F9,#ffffff,5.7,AA
Tangaroa,#0A0F37,#101858,Barley Corn,#9D8353,#fbd285,5.1,AA
Arapawa,#070269,#0b03a8,Indochine,#C47102,#ffb503,4.7,AA
Christalle,#370266,#5803a3,Lavender,#D78CE5,#ffe0ff,6.4,AA
Dark Blue,#1428E8,#2040ff,Reef,#C8F69F,#fffffe,6.9,AA
Persian Blue,#3A3DBC,#5d62ff,Bright Turquoise,#56F6E2,#8affff,6.1,AA
Loulou,#4D134E,#7b1e7d,Carrot Orange,#F49024,#ffe63a,5.8,AA
Rouge,#9A2A58,#f6438d,Shamrock,#6DE0A4,#aeffff,4.5,AA
Nero,#170805,#250d08,Red Stage,#D56A0A,#ffaa10,5.5,AA
Dark Blue,#5203C4,#8305ff,Scooter,#37C4E0,#58ffff,4.7,AA
Buccaneer,#60232B,#9a3845,Java,#44C2BB,#6dffff,5.5,AA
Tolopea,#05054B,#080878,Radical Red,#F8125C,#ff1d93,4.6,AA
Casal,#0F5867,#188da5,Bright Turquoise,#39F0DE,#5bffff,5.6,AA
Green Vogue,#0A2D58,#10488d,Lavender Rose,#E186D2,#ffd6ff,5.6,AA
Purple Heart,#6E35DA,#b055ff,Sandwisp,#ECE49C,#fffffa,5.1,AA
Cedar,#3D1915,#622822,Cornflower Blue,#5B9BFB,#92f8ff,5.6,AA
Deep Koamaru,#121880,#1d26cd,Burnt Sienna,#E77B4D,#ffc57b,5,AA
Clairvoyant,#54004D,#86007b,Green Haze,#0EA86F,#16ffb2,4.6,AA
Cinder,#0C0A13,#13101e,Amaranth,#E52B58,#ff458d,4.5,AA
Black Rock,#0E0032,#160050,Vida Loca,#669F2C,#a3fe46,6.2,AA
Jaguar,#140316,#200523,Razzle Dazzle Rose,#D428B8,#ff40ff,4.5,AA
Toledo,#441329,#6d1e42,Malachite,#17D23E,#25ff63,7.5,AAA
Lotus,#7A2E34,#c34a53,Bright Turquoise,#33E4CC,#52ffff,5.8,AA
Plum,#7E467D,#ca70c8,Green Yellow,#A0F345,#ffff6e,5,AA
Green House,#265005,#3d8008,Swiss Coffee,#D8CBCE,#ffffff,6,AA
Claret,#881E42,#da306a,Lima,#7ACE12,#c3ff1d,4.6,AA
Armadillo,#484137,#736858,Hit Pink,#FDA481,#ffffce,5.2,AA
Cod Gray,#0A0D0C,#101513,Lochmara,#0A86C8,#10d6ff,4.9,AA
Horses Neck,#604712,#9a721d,Half Baked,#85CDD9,#d5ffff,4.9,AA
Violet Eggplant,#960987,#f00ed8,Algae Green,#86D8A8,#d6ffff,4.6,AA
Stratos,#0C063C,#130a60,Green,#039117,#05e825,4.6,AA
Windsor,#460778,#700bc0,Wisteria,#D8A3DE,#ffffff,6.5,AA
Buccaneer,#642526,#a03b3d,Eunry,#D1A39A,#fffff6,5.1,AA
Deep Blue,#1E0F7D,#3018c8,Dodger Blue,#518FFD,#82e5ff,4.7,AA
Jelly Bean,#0980A1,#0ecdff,Apricot White,#FFFFED,#ffffff,4.5,AA
Comet,#52597B,#838ec5,Spring Green,#20F189,#33ffdb,4.6,AA
Resolution Blue,#081A7B,#0d2ac5,Malachite,#17CB5E,#25ff96,6.7,AA
Palm Green,#10200C,#1a3313,Green,#26B27D,#3dffc8,6.3,AA
Ripe Plum,#3C055F,#600898,Straw,#D7C092,#ffffea,8.6,AAA
Flirt,#A91478,#ff20c0,Portafino,#FBFDAB,#ffffff,6.5,AA
Violet Eggplant,#890E8E,#db16e3,Conifer,#AED743,#ffff6b,5,AA
Haiti,#0E0629,#160a42,Bamboo,#E4641E,#ffa030,5.7,AA
Deep Cove,#18174A,#262576,Orchid,#DF60B9,#ff9aff,5.2,AA
Biscay,#223469,#3653a8,Cornflower,#99CCED,#f5ffff,6.9,AA
Gray Asparagus,#4B5A41,#789068,Bright Green,#5AF20B,#90ff12,5,AA
Persian Plum,#6C2225,#ad363b,Pastel Green,#73D974,#b8ffba,6.3,AA
Christalle,#43086E,#6b0db0,Lavender,#BD90E8,#ffe6ff,5.6,AA
International Klein Blue,#0C31A6,#134eff,Portage,#94A8F7,#edffff,4.6,AA
Honey Flower,#541F72,#8632b6,Sushi,#8BBA48,#deff73,5.1,AA
Pompadour,#5F0B50,#981280,Di Serria,#DD9B5D,#fff895,5.4,AA
Green Vogue,#0A2C55,#104688,Burnt Orange,#F37F46,#ffcb70,5.3,AA
Plum,#8B4C83,#de7ad2,Cinderella,#FEE4DF,#ffffff,5,AA
Dark Blue,#4013DE,#661eff,Bright Turquoise,#03EDCC,#05ffff,5.9,AA
Midnight,#090F2E,#0e184a,Pink Flamingo,#CD40DB,#ff66ff,4.8,AA
Diesel,#150A0F,#221018,Indigo,#6279C1,#9dc2ff,4.6,AA
Black Rock,#0E0832,#160d50,Orange Roughy,#DC5E25,#ff963b,5.2,AA
Medium Red Violet,#A22D81,#ff48ce,Pear,#CAE433,#ffff52,4.5,AA
Studio,#7C43B3,#c66bff,Granny Apple,#D6F8EA,#ffffff,5.6,AA
Clairvoyant,#5D0865,#950da2,Tea,#C2B8AC,#ffffff,6.4,AA
Ironstone,#7C413D,#c66862,De York,#90D599,#e6fff5,4.5,AA
Minsk,#32347F,#5053cb,Sundown,#FCA9B1,#ffffff,5.9,AA
Blue,#4503FC,#6e05ff,Emerald,#6AEFA2,#aaffff,5.4,AA
Jacksons Purple,#0C1E96,#1330f0,Aquamarine,#78EBC5,#c0ffff,8.8,AAA
Blue,#122BFE,#1d45ff,Primrose,#D8DE8E,#ffffe3,5.3,AA
Blue Ribbon,#3A52EB,#5d83ff,Madang,#B8F0B5,#ffffff,4.5,AA
Deep Sea,#0A7F64,#10cba0,Golden Fizz,#F9FD38,#ffff5a,4.5,AA
Deep Cove,#01073C,#020b60,Dodger Blue,#5388F3,#85daff,5.6,AA
Violet,#2E0445,#4a066e,Orchid,#D47BE8,#ffc5ff,6.4,AA
La Palma,#288304,#40d206,Carla,#EDFFD8,#ffffff,4.6,AA
Zeus,#2A221E,#433630,Ocean Green,#2C9D6A,#46fbaa,4.6,AA
Castro,#490621,#750a35,Fuzzy Wuzzy Brown,#DA6E7C,#ffb0c6,4.9,AA
Revolver,#1A0C28,#2a1340,Grenadier,#DF4D0B,#ff7b12,4.6,AA
Blue Ribbon,#4659E6,#708eff,Chartreuse Yellow,#DDF823,#ffff38,4.6,AA
Blue Ribbon,#3947EF,#5b72ff,Astra,#F5E5B5,#ffffff,5,AA
Dark Blue,#0604C8,#0a06ff,Aquamarine,#03FBD8,#05ffff,8.5,AAA
Heath,#5F1E1F,#983032,Scooter,#18BCD2,#26ffff,5.4,AA
Plum,#652261,#a2369b,Chiffon,#E0FDC3,#ffffff,9.7,AAA
Jaguar,#1B0815,#2b0d22,Razzle Dazzle Rose,#D330BC,#ff4dff,4.5,AA
Mardi Gras,#38043A,#5a065d,Husk,#A9A04F,#ffff7e,6.3,AA
Diesel,#1C0612,#2d0a1d,Forest Green,#23901A,#38e62a,4.7,AA
Purple Heart,#6A3CEE,#aa60ff,Bright Turquoise,#04FEE0,#06ffff,4.7,AA
Stratos,#05033C,#080560,Heliotrope,#B54BE9,#ff78ff,4.7,AA
Rose Of Sharon,#BA4F01,#ff7e02,Black Squeeze,#EDF9F8,#ffffff,4.6,AA
Midnight,#0E0F2E,#16184a,Curious Blue,#298EC5,#42e3ff,5.1,AA
Blue Dianne,#004453,#006d85,Gossip,#C4E19A,#fffff6,7.5,AAA
Mirage,#0C182A,#132643,Swamp Green,#A5A878,#ffffc0,7.2,AAA
Verdun Green,#435A01,#6b9002,Spring Green,#33FE7F,#52ffcb,5.8,AA
Jagger,#320147,#500272,Valencia,#E85547,#ff8872,4.7,AA
Revolver,#270B20,#3e1233,Forest Green,#219D32,#35fb50,5.1,AA
Plum,#790267,#c203a5,Flax,#E5D67B,#ffffc5,7.1,AAA
Burnt Maroon,#3F0404,#650606,Outrageous Orange,#FE6840,#ffa666,5.9,AA
Claret,#81253E,#ce3b63,Conifer,#AFD23E,#ffff63,5.3,AA
Fire,#A23E05,#ff6308,Reef,#ADF497,#fffff2,5,AA
Catalina Blue,#0A2676,#103dbd,Malachite,#18B943,#26ff6b,5.2,AA
Denim,#0367BB,#05a5ff,Green Yellow,#AFFB3F,#ffff65,4.6,AA
Haiti,#1F042D,#320648,Forest Green,#2B922B,#45ea45,4.7,AA
Lotus,#7C3C3D,#c66062,Tacha,#DBCD66,#ffffa3,5,AA
Rock,#553A34,#885d53,Persian Pink,#F98AC6,#ffddff,4.6,AA
Black Russian,#12091F,#1d0e32,Marigold Yellow,#EFDE67,#ffffa5,14.1,AAA
Rock,#4F3E3A,#7e635d,Mauve,#CBA1EB,#ffffff,4.7,AA
Loulou,#400A39,#66105b,Apricot,#E48768,#ffd8a6,6,AA
Siam,#5D6B54,#95ab86,Zanah,#D8EBD0,#ffffff,4.5,AA
Tyrian Purple,#6A013A,#aa025d,Green Yellow,#81E419,#ceff28,7.8,AAA
Waiouru,#323B03,#505e05,Pastel Green,#69CD6E,#a8ffb0,6,AA
Gondola,#24120F,#3a1d18,Trinidad,#E8530D,#ff8515,4.9,AA
Dell,#1D5808,#2e8d0d,Chartreuse,#75F614,#bbff20,6.1,AA
Seance,#5F2588,#983bda,Bright Green,#53EC03,#85ff05,6.3,AA
Jacarta,#413373,#6852b8,Mint Green,#75FE93,#bbffeb,8.4,AAA
Black,#060003,#0a0005,Violet Eggplant,#CB2AB9,#ff43ff,4.5,AA
Cosmic,#764771,#bd72b5,Snow Flurry,#E2FCD5,#ffffff,6.6,AA
Valentino,#3A1443,#5d206b,Coral Reef,#C5BFA4,#ffffff,8.3,AAA
Marshland,#0D110E,#151b16,Mahogany,#D54E57,#ff7d8b,4.6,AA
Finn,#5A1B48,#902b73,Orchid,#D97AE5,#ffc3ff,4.7,AA
Gable Green,#0D3531,#15554e,Emerald,#08C075,#0dffbb,5.6,AA
Daisy Bush,#4B2B9C,#7845fa,London Hue,#BCACCD,#ffffff,4.7,AA
Black,#251F24,#3b323a,Lavender Magenta,#E78DEE,#ffe2ff,7.3,AAA
Astral,#236F94,#38b2ed,Canary,#E6F655,#ffff88,4.7,AA
Dark Blue,#3325D8,#523bff,De York,#84D99F,#d3fffe,5.2,AA
Purple Heart,#9639DE,#f05bff,Laser Lemon,#F7F86C,#ffffad,4.7,AA
Purple,#581195,#8d1bee,Mint Green,#41FAA8,#68ffff,8,AAA
Sepia Black,#2F050F,#4b0818,Atlantis,#8BCF1C,#deff2d,9.6,AAA
Purple Heart,#6D4DCA,#ae7bff,Double Colonial White,#EEE6AE,#ffffff,4.6,AA
Palm Green,#001E0C,#003013,Beaver,#99826D,#f5d0ae,4.8,AA
Tangaroa,#01153F,#022265,Mandy,#DA5360,#ff859a,4.6,AA
Deep Blue,#050473,#0806b8,Dodger Blue,#228DF4,#36e2ff,4.9,AA
Studio,#704DC1,#b37bff,Buttermilk,#FDEFB8,#ffffff,5.2,AA
Blue,#2C01F4,#4602ff,Inch Worm,#BBF951,#ffff82,6.9,AA
Resolution Blue,#262488,#3d3ada,Pink Flamingo,#E86EF1,#ffb0ff,4.7,AA
Valentino,#3D0D46,#621570,Shakespeare,#3CA1C7,#60ffff,5.3,AA
East Bay,#4A4375,#766bbb,Pink Flare,#D9BFC3,#ffffff,5.2,AA
Blue Charcoal,#02101D,#031a2e,Lavender,#C48BE5,#ffdeff,7.5,AAA
Rich Gold,#AF5804,#ff8d06,Feta,#F0FEEC,#ffffff,4.8,AA
Jaguar,#00000D,#000015,Purple Heart,#A440F0,#ff66ff,4.5,AA
Matrix,#A76050,#ff9a80,Ottoman,#EAFFF3,#ffffff,4.5,AA
Crown Of Thorns,#75151F,#bb2232,Galliano,#D0AA0C,#ffff13,5,AA
Dark Blue,#0816C5,#0d23ff,Malachite,#04DF3B,#06ff5e,6,AA
Jacaranda,#210023,#350038,Razzle Dazzle Rose,#DF2ABE,#ff43ff,4.8,AA
East Bay,#53517D,#8582c8,Spring Green,#1BE889,#2bffdb,4.6,AA
Dark Blue,#1840F0,#2666ff,Cherokee,#F8D296,#fffff0,4.8,AA
Diesel,#1A0207,#2a030b,Burnt Sienna,#E67852,#ffc083,6.8,AA
Diesel,#0F0305,#180508,Blue,#1B72F9,#2bb6ff,4.7,AA
Navy Blue,#15007A,#2200c3,Bouquet,#AE859B,#ffd5f8,5,AA
Red Violet,#CA248D,#ff3ae2,Dolly,#EFFB8C,#ffffe0,4.5,AA
Deep Blue,#1F0570,#3208b3,Acapulco,#7FBAA9,#cbffff,7.2,AAA
Mexican Red,#A90F1E,#ff1830,Caribbean Green,#1EECBA,#30ffff,5,AA
Loulou,#461146,#701b70,Lemon Grass,#999882,#f5f3d0,5,AA
Haiti,#12022B,#1d0345,Jumbo,#7B7D84,#c5c8d3,4.8,AA
Ripe Plum,#47065A,#720a90,Lucky,#A89C07,#fffa0b,5.1,AA
Razzmatazz,#D70F60,#ff189a,Canary,#FFFB92,#ffffea,4.7,AA
Blue Violet,#4E4AA7,#7d76ff,Electric Lime,#02EC1E,#03ff30,4.5,AA
Dark Blue,#2532EA,#3b50ff,Confetti,#DCD155,#ffff88,4.9,AA
Blue Violet,#5A5BC5,#9092ff,Reef,#C2FE93,#ffffeb,4.8,AA
Black Russian,#090119,#0e0228,Tropical Rain Forest,#308471,#4dd3b5,4.5,AA
Barossa,#440F31,#6d184e,Portage,#87AAF4,#d8ffff,6.7,AA
Persian Indigo,#2A1C81,#432dce,Apple,#53AD2B,#85ff45,4.7,AA
East Bay,#5B578C,#928be0,Inch Worm,#97F45F,#f2ff98,4.8,AA
Livid Brown,#3F1C2E,#652d4a,Inch Worm,#A1D908,#ffff0d,8.8,AAA
Victoria,#523781,#8358ce,Electric Lime,#2EFF47,#4aff72,7,AA
Jaguar,#00010B,#000212,Salem,#0A8844,#10da6d,4.6,AA
Paprika,#A1123D,#ff1d62,Hampton,#E8DBB3,#ffffff,5.7,AA
Nile Blue,#1E3451,#305382,Shamrock,#4CD3B0,#7affff,6.8,AA
Forest Green,#0F8321,#18d235,Citrine White,#FAF9D5,#ffffff,4.6,AA
Astronaut,#293E7C,#4263c6,Wisteria,#E4B7F1,#ffffff,5.9,AA
Black,#020017,#030025,Forest Green,#28892E,#40db4a,4.6,AA
Bunting,#092654,#0e3d86,Caribbean Green,#01F5B9,#02ffff,10.4,AAA
Purple Heart,#8D04CA,#e206ff,Khaki,#E9E58A,#ffffdd,5.3,AA
Jacaranda,#2E042C,#4a0646,Hopbush,#D06499,#ffa0f5,5.1,AA
Moccaccino,#752519,#bb3b28,Gossip,#C5F4B3,#ffffff,8.3,AAA
Black,#000604,#000a06,Camouflage Green,#72886B,#b6daab,5.3,AA
Blue Gem,#4A15A0,#7622ff,Buttercup,#EEA819,#ffff28,5.4,AA
Temptress,#410615,#680a22,Chelsea Cucumber,#77AB5F,#beff98,6.2,AA
Violent Violet,#2F1869,#4b26a8,Sunflower,#ECD929,#ffff42,10,AAA
Pesto,#72702F,#b6b34b,Golden Fizz,#F5FA37,#ffff58,4.6,AA
Clairvoyant,#621367,#9d1ea5,Tacha,#CFC75F,#ffff98,6.6,AA
Catalina Blue,#002778,#003ec0,Cavern Pink,#E1BEBB,#ffffff,7.9,AAA
Lucky Point,#0A1462,#10209d,Jordy Blue,#7EA9E4,#caffff,6.7,AA
Sepia Black,#31020D,#4e0315,Pink Flamingo,#D62ADA,#ff43ff,4.5,AA
Meteorite,#39288A,#5b40dd,Mint Green,#85F188,#d5ffda,8.1,AAA
Green House,#184705,#267208,Emerald,#51BD70,#82ffb3,4.6,AA
Black Rock,#000332,#000550,La Palma,#348B17,#53de25,4.6,AA
Plum,#671B5F,#a52b98,De York,#7FC994,#cbffed,5.6,AA
Bossanova,#4C2B57,#7a458b,Jade,#02B977,#03ffbe,4.6,AA
Midnight,#000928,#000e40,Paradiso,#488C90,#73e0e6,5.1,AA
Nero,#180B05,#261208,Marzipan,#F6D598,#fffff3,13.7,AAA
Affair,#5B3581,#9255ce,Chartreuse,#61DF1E,#9bff30,5.3,AA
Brown Bramble,#602603,#9a3d05,Emerald,#25C762,#3bff9d,5.3,AA
Cognac,#93320D,#eb5015,Raffia,#E9DFBF,#ffffff,5.8,AA
Clover,#303E04,#4d6306,Malachite,#1ACA13,#2aff1e,5.2,AA
Gun Powder,#423B4E,#6a5e7d,Pine Glade,#C7CB88,#ffffda,6.3,AA
Crusoe,#024E21,#037d35,Inch Worm,#8AD503,#ddff05,5.5,AA
Plum,#731E62,#b8309d,Sundown,#F4A4A6,#ffffff,5.1,AA
Persian Indigo,#280D76,#4015bd,Wattle,#DED03D,#ffff62,9.4,AAA
Birch,#302E1E,#4d4a30,Electric Lime,#30F930,#4dff4d,9.6,AAA
Saratoga,#4E4C00,#7d7a00,Gin,#ECF2E8,#ffffff,7.8,AAA
Tolopea,#0E0140,#160266,Driftwood,#B17C41,#ffc668,5.3,AA
Dark Blue,#1903C2,#2805ff,Rose Bud,#ECA99C,#fffffa,5.8,AA
Claret,#880F31,#da184e,Morning Glory,#9BE4EA,#f8ffff,6.8,AA
Verdun Green,#455711,#6e8b1b,Sky Blue,#72E2FE,#b6ffff,5.3,AA
Violet Eggplant,#BB05A3,#ff08ff,Hawkes Blue,#DFE5FE,#ffffff,4.6,AA
Iroko,#48311C,#734e2d,Feijoa,#ADD88D,#ffffe2,7.5,AAA
Deep Sapphire,#012169,#0235a8,Puerto Rico,#2CC0A3,#46ffff,6.4,AA
Purple Heart,#112CC8,#1b46ff,Shilo,#DFB2B2,#ffffff,5,AA
Scarlet Gum,#472166,#7235a3,Cerulean,#19B3DF,#28ffff,5.1,AA
Cab Sav,#4F0017,#7e0025,Razzle Dazzle Rose,#FB56CF,#ff8aff,5.5,AA
Big Stone,#121E36,#1d3056,Alpine,#AD8B1C,#ffde2d,5.1,AA
Shark,#18242C,#263a46,Tacha,#C3BA56,#ffff8a,7.9,AAA
Fern Frond,#697620,#a8bd33,Lily White,#E9F6FC,#ffffff,4.5,AA
Black Bean,#0C1C0E,#132d16,Chateau Green,#55A559,#88ff8e,5.8,AA
Persian Red,#BA2120,#ff3533,Green Yellow,#A6F727,#ffff3e,4.8,AA
San Juan,#3B4A6C,#5e76ad,Caribbean Green,#3DD8A0,#62ffff,4.8,AA
Kimberly,#6A6999,#aaa8f5,Corn Field,#F7F9C7,#ffffff,4.7,AA
Purple Heart,#6217CB,#9d25ff,Bird Flower,#D5D522,#ffff36,5.3,AA
Voodoo,#4A2C50,#764680,Apple,#13BD53,#1eff85,4.8,AA
Purple Heart,#A438EA,#ff5aff,Bridal Heath,#FDF8F3,#ffffff,4.6,AA
Violet,#2A0039,#43005b,Cabaret,#DC4C77,#ff7abe,4.6,AA
Ultramarine,#3F0AA7,#6510ff,Emerald,#39BD5A,#5bff90,4.7,AA
Black Bean,#081911,#0d281b,Mauve,#E1ABF0,#ffffff,9.7,AAA
Purple Heart,#1A3DE1,#2a62ff,Parchment,#F2EBD8,#ffffff,6.3,AA
Cardinal Pink,#8C1A64,#e02aa0,Magic Mint,#A0F3CD,#ffffff,6.6,AA
Aubergine,#420916,#6a0e23,Cornflower Blue,#0D8DE7,#15e2ff,4.7,AA
Blue,#0100EF,#0200ff,Pastel Green,#6DD06A,#aeffaa,4.8,AA
Chambray,#34477F,#5372cb,Bright Turquoise,#63FFEE,#9effff,7.3,AAA
Crusoe,#013600,#025600,Emerald,#15C666,#22ffa3,6.1,AA
Black,#030501,#050802,Mountbatten Pink,#9B7786,#f8bed6,5.2,AA
Cognac,#AD4A28,#ff7640,Shalimar,#FBFBBE,#ffffff,5.2,AA
Violet Eggplant,#A107B5,#ff0bff,Lime,#BAFE08,#ffff0d,5.4,AA
Dark Blue,#3616DB,#5623ff,Primrose,#EBECA2,#ffffff,7.4,AAA
Dark Blue,#4108CE,#680dff,Riptide,#7BFAEF,#c5ffff,7.8,AAA
Cape Cod,#40443F,#666d65,Rock Blue,#9EB6DA,#fdffff,4.8,AA
Revolver,#2C1638,#46235a,Bourbon,#C47B2B,#ffc545,4.9,AA
Deep Sapphire,#06226A,#0a36aa,Mint Green,#98F094,#f3ffed,10.5,AAA
Scorpion,#675D63,#a5959e,Skeptic,#C9ECE0,#ffffff,5,AA
Valhalla,#25225B,#3b3692,Jungle Green,#11AE92,#1bffea,5.1,AA
Jaguar,#1B0716,#2b0b23,Violet Red,#E32C79,#ff46c2,4.5,AA
Mulberry Wood,#640934,#a00e53,Emerald,#5ECA74,#96ffba,6.2,AA
Kaitoke Green,#0F4B1F,#187832,Shamrock,#1DC694,#2effed,4.7,AA
Cello,#163659,#23568e,Turquoise Blue,#85E6EC,#d5ffff,8.5,AAA
Black Pearl,#001822,#002636,Mamba,#897F8C,#dbcbe0,4.7,AA
Ultramarine,#4314A3,#6b20ff,Nepal,#8BAEC8,#deffff,4.8,AA
Blue,#3C0FF0,#6018ff,Botticelli,#C5DDED,#ffffff,5.9,AA
Swamp,#012321,#023835,Terracotta,#E36252,#ff9d83,4.9,AA
Japanese Laurel,#0E6B13,#16ab1e,Mint Green,#A0F68C,#ffffe0,5.1,AA
Tall Poppy,#B61F2B,#ff3245,Skeptic,#C0E7D4,#ffffff,4.9,AA
Purple Heart,#6857EA,#a68bff,Chartreuse Yellow,#E4FF28,#ffff40,4.5,AA
Disco,#92265D,#ea3d95,Emerald,#39DF81,#5bffce,4.5,AA
Blue Ribbon,#165AE1,#2390ff,French Pass,#B6EBFD,#ffffff,4.5,AA
Persian Blue,#4536BB,#6e56ff,Spring Green,#39FD9E,#5bfffd,6.3,AA
Toledo,#430B22,#6b1236,Sweet Pink,#EF9091,#ffe6e8,6.9,AA
Purple Heart,#8E45BF,#e36eff,Golden Fizz,#F0F637,#ffff58,4.8,AA
Eggplant,#715566,#b588a3,Aquamarine,#59FECA,#8effff,5.2,AA
Cherry Pie,#3A0060,#5d009a,White Ice,#E3FFF8,#ffffff,14.8,AAA
Jagger,#341459,#53208e,Wild Watermelon,#FE4C7D,#ff7ac8,4.7,AA
Eternity,#251E11,#3b301b,Chateau Green,#07AA58,#0bff8d,5.4,AA
Revolver,#3A1A38,#5d2a5a,Crusta,#E97125,#ffb53b,4.9,AA
Bilbao,#207A13,#33c31e,Inch Worm,#C8FD63,#ffff9e,4.6,AA
Kimberly,#646A9C,#a0aafa,Narvik,#EDFCF3,#ffffff,4.9,AA
Lipstick,#AF176D,#ff25ae,Spring Green,#3EF98A,#63ffdd,4.8,AA
Seance,#821587,#d022d8,Green Yellow,#A1F918,#ffff26,6.7,AA
Ultramarine,#271EA0,#3e30ff,Fringy Flower,#A8DCBB,#ffffff,7.7,AAA
Violet Eggplant,#9B158F,#f822e5,Madang,#BFF4CC,#ffffff,5.9,AA
Clover,#434B12,#6b781d,Chardonnay,#FCC688,#ffffda,6,AA
Bracken,#4E2A00,#7d4300,Inch Worm,#BEE833,#ffff52,8.9,AAA
Meteorite,#321D75,#502ebb,Apple,#0FB238,#18ff5a,4.7,AA
Irish Coffee,#594126,#8e683d,Bahia,#9DCC1A,#fbff2a,5,AA
Bay Of Many,#28347A,#4053c3,Silver Tree,#7CC2A0,#c6ffff,5.4,AA
Brown,#984B0A,#f37810,Algae Green,#9DEFC0,#fbffff,4.6,AA
English Walnut,#3D2B27,#62453e,Malachite,#0FBB2A,#18ff43,5.2,AA
Ebony Clay,#25283A,#3b405d,Mantis,#6EB255,#b0ff88,5.7,AA
Plum,#8D3C7C,#e260c6,Aquamarine,#34F8D9,#53ffff,5.1,AA
Pesto,#7F6F2B,#cbb245,Portafino,#F5FAAE,#ffffff,4.6,AA
Persian Blue,#0F39C1,#185bff,La Rioja,#B1C832,#ffff50,4.7,AA
Pohutukawa,#95161F,#ee2332,Lilac,#D0B0D8,#ffffff,4.5,AA
Purple Heart,#0F2DC9,#1848ff,Laser Lemon,#F2F060,#ffff9a,7.8,AAA
Nero,#170A08,#25100d,Red Violet,#C154A3,#ff86ff,4.7,AA
Casal,#255966,#3b8ea3,Caribbean Green,#13E5A5,#1effff,4.7,AA
Dark Blue,#4A1EDC,#7630ff,Orchid,#EABAED,#ffffff,5.1,AA
Black Rock,#0C0930,#130e4d,Conifer,#9BD94D,#f8ff7b,11.3,AAA
